runtime,engine,profile,scenario,status,request_ttfa_ms,request_total_ms,request_rtf,generate_ttfa_ms,generate_total_ms,generation_rtf,request_prompt_prep_ms,cached_prompt_build_ms,model_load_ms,warmup_ms,audio_duration_s,peak_vram_mb,sample_rate,backend,mode,streaming_support,true_streaming,scenario_word_count,scenario_description,sample_folder,sample_file,optimizations_applied,optimization_notes,streaming_error
windows_native,f5,baseline,short_reply,measured,942.4,942.4,0.099,942.4,942.4,0.099,0.0,,4921.0,2354.7,9.504,785.1,24000,native_infer_whole_request,non_streaming_clone,none,False,18,One concise assistant reply.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/windows_native,f5__baseline__short_reply.wav,,"Warm model only. Baseline F5 uses the whole-request infer path, so prompt prep remains folded into the measured request time.",
windows_native,f5,baseline,medium_reply,measured,2634.8,2634.8,0.099,2634.8,2634.8,0.099,0.0,,4921.0,2354.7,26.548,788.5,24000,native_infer_whole_request,non_streaming_clone,none,False,41,A practical multi-sentence assistant answer.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/windows_native,f5__baseline__medium_reply.wav,,"Warm model only. Baseline F5 uses the whole-request infer path, so prompt prep remains folded into the measured request time.",
windows_native,f5,baseline,long_reply,measured,10366.0,10366.0,0.104,10366.0,10366.0,0.104,0.0,,4921.0,2354.7,99.79,790.2,24000,native_infer_whole_request,non_streaming_clone,none,False,162,Long-form assistant narration from the Phase 0 fixture.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/windows_native,f5__baseline__long_reply.wav,,"Warm model only. Baseline F5 uses the whole-request infer path, so prompt prep remains folded into the measured request time.",
windows_native,f5,optimized,short_reply,measured,932.0,932.4,0.098,932.0,932.4,0.098,0.0,4.4,4921.0,2354.7,9.504,785.1,24000,native_pytorch_chunked,simulated_streaming,simulated,False,18,One concise assistant reply.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/windows_native,f5__optimized__short_reply.wav,prepared_ref_cache; text_chunking,Prepared reference cached once per session and long replies are chunked before F5 synthesis.,
windows_native,f5,optimized,medium_reply,measured,846.8,2637.1,0.098,846.8,2637.1,0.098,0.0,4.4,4921.0,2354.7,26.848,788.5,24000,native_pytorch_chunked,simulated_streaming,simulated,False,41,A practical multi-sentence assistant answer.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/windows_native,f5__optimized__medium_reply.wav,prepared_ref_cache; text_chunking,Prepared reference cached once per session and long replies are chunked before F5 synthesis.,
windows_native,f5,optimized,long_reply,measured,989.6,10359.1,0.102,989.6,10359.1,0.102,0.0,4.4,4921.0,2354.7,101.44,790.2,24000,native_pytorch_chunked,simulated_streaming,simulated,False,162,Long-form assistant narration from the Phase 0 fixture.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/windows_native,f5__optimized__long_reply.wav,prepared_ref_cache; text_chunking,Prepared reference cached once per session and long replies are chunked before F5 synthesis.,
wsl_python,f5,baseline,short_reply,measured,970.9,970.9,0.102,970.9,970.9,0.102,0.0,,5686.8,1425.7,9.504,792.5,24000,native_infer_whole_request,non_streaming_clone,none,False,18,One concise assistant reply.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/wsl_python,f5__baseline__short_reply.wav,,"Warm model only. Baseline F5 uses the whole-request infer path, so prompt prep remains folded into the measured request time.",
wsl_python,f5,baseline,medium_reply,measured,2618.2,2618.2,0.099,2618.2,2618.2,0.099,0.0,,5686.8,1425.7,26.537,946.9,24000,native_infer_whole_request,non_streaming_clone,none,False,41,A practical multi-sentence assistant answer.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/wsl_python,f5__baseline__medium_reply.wav,,"Warm model only. Baseline F5 uses the whole-request infer path, so prompt prep remains folded into the measured request time.",
wsl_python,f5,baseline,long_reply,measured,11257.0,11257.0,0.113,11257.0,11257.0,0.113,0.0,,5686.8,1425.7,99.79,1551.5,24000,native_infer_whole_request,non_streaming_clone,none,False,162,Long-form assistant narration from the Phase 0 fixture.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/wsl_python,f5__baseline__long_reply.wav,,"Warm model only. Baseline F5 uses the whole-request infer path, so prompt prep remains folded into the measured request time.",
wsl_python,f5,optimized,short_reply,measured,945.7,946.0,0.1,945.7,946.0,0.1,0.0,15.9,5686.8,1425.7,9.504,881.8,24000,native_pytorch_chunked,simulated_streaming,simulated,False,18,One concise assistant reply.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/wsl_python,f5__optimized__short_reply.wav,prepared_ref_cache; text_chunking,Prepared reference cached once per session and long replies are chunked before F5 synthesis.,
wsl_python,f5,optimized,medium_reply,measured,1033.8,2614.6,0.097,1033.8,2614.6,0.097,0.0,15.9,5686.8,1425.7,26.837,891.5,24000,native_pytorch_chunked,simulated_streaming,simulated,False,41,A practical multi-sentence assistant answer.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/wsl_python,f5__optimized__medium_reply.wav,prepared_ref_cache; text_chunking,Prepared reference cached once per session and long replies are chunked before F5 synthesis.,
wsl_python,f5,optimized,long_reply,measured,980.6,10216.0,0.101,980.6,10216.0,0.101,0.0,15.9,5686.8,1425.7,101.44,886.9,24000,native_pytorch_chunked,simulated_streaming,simulated,False,162,Long-form assistant narration from the Phase 0 fixture.,.planning/phases/00-measurement-gate/results/tts_scenario_audio/wsl_python,f5__optimized__long_reply.wav,prepared_ref_cache; text_chunking,Prepared reference cached once per session and long replies are chunked before F5 synthesis.,
